,label,title
0,0,"['따르', '회사', '회사', '성장', '곳', '지만', '모든', '생산', '러시아', '옮길', '계획', '없']"
1,0,"['테크노폴리스', '컴퓨터', '기술', '통신', '분야', '일', '회사', '유치', '위해', '평방', '미터', '이상', '면적', '단계', '개발', '계획', '성명']"
2,2,"['국제', '전자', '산업', '회사', '엘코', '텍', '탈린', '공장', '수십', '직원', '해고', '했으며', '이전', '해고', '달리', '회사', '사무직', '직원', '줄였', '일간', '포스', '티', '메스', '보도']"
3,1,"['새로운', '생산', '공장', '인해', '회사', '예상', '수요', '증가', '충족', '시킬', '능력', '증가', '시키', '원자재', '사용', '개선', '여', '생산', '수익', '성', '높일']"
4,1,"['회사', '업데이트', '전략', '따르', '범위', '장기', '순', '매출', '성장', '목표', '으며', '영업', '이익', '률', '순', '매출액', '목표']"
5,1,"['성장기', '자금', '조달', '기술', '더', '까다로운', '인쇄', '회로', '기판', '점점', '더', '초점', '맞추', '면서', '성장', '전략', '공격', '추진']"
6,1,"['분기', '순', '매출', '전년', '동기', '배인', '증가', '했으며', '세전', '손실', '백만', '세전', '수익', '전환', '었']"
7,1,"['분기', '순', '매출', '영업', '이익', '증가', '기록']"
8,1,"['영업', '익', '해당', '기간', '증가', '여', '순', '매출액', '차지']"
9,1,"['영업', '이익', '총', '증가', '여', '순', '매출', '차지']"
10,1,"['텔리아', '소네', '라', '이번', '제안', '핵심', '사업', '보유', '지분', '늘리', '위한', '전략', '부합', '에스티', '텔레콤', '고객', '제안', '강화']"
11,1,"['북유럽', '삼림', '그룹', '중', '곳', '주식', '공정', '가치', '상향', '조정']"
12,1,"['하미나', '터미널', '인도', '휘발유', '구매', '협약', '올', '월', '플랫', '츠', '평균', '지수', '네스', '테', '오일', '월', '달러', '원', '체결', '됐']"
13,1,"['탈', '렌', '툼', '영업', '이익', '증가', '했으며', '순', '매출액', '증가', '발표']"
14,1,"['의류', '소매', '체인', '셉', '엘', '엘', '엘', '매출', '증가', '영업', '익', '증가']"
15,1,"['연결', '순', '매출액', '증가', '여', '백만', '달했', '영업', '이익', '전년도', '백만', '비해', '백만', '달했']"
16,1,"['주조', '공장', '부문', '매출', '해당', '기간', '증가', '했으며', '기계', '공장', '부문', '매출', '해당', '기간', '증가', '보']"
17,1,"['헬싱키', '노키아', '산요', '손잡고', '단말기', '제조', '계획', '발표', '후', '키안', '타이어', '분기', '수익', '보고서', '발표', '후', '주가', '분석가', '예상', '깨', '상승', '마감', '딜러', '말']"
18,1,"['셉', '트', '코퍼레이션', '자회사', '셉', '트', '컨트랙트', '제조', '서비스', '까지', '수익', '두', '배', '늘릴', '계획']"
19,1,"['사회', '주당', '주당', '배당금', '제안', '예정']"
20,1,"['라이프', '트리', '설립', '었', '으며', '대', '후반', '마진', '함께', '수익', '평균', '상승']"
21,1,"['상트페테르부르크', '기술', '단지', '건설', '국간', '투자', '협정', '오늘', '헬싱키', '개막', '러시아', '경제', '날', '포럼', '과정', '체결', '예정', '었']"
22,1,"['텔리아', '소네', '라', '추산', '따르', '메가폰', '가입자', '기반', '증가', '고객', '대비', '시장', '점유', '율', '말', '현재', '말', '보다', '높', '졌']"
23,1,"['생명', '보험', '순이익', '배', '증가', '손해', '보험', '순이익', '해당', '기간', '증가']"
24,1,"['순', '매출액', '증가', '세전', '이익', '증가']"
25,1,"['순', '매출액', '증가', '여', '기록', '했다', '매출', '이루어진', '인수', '발생']"
26,1,"['노르', '데', '그룹', '영업', '이익', '전년', '대비', '증가', '억', '총', '매출', '증가', '억', '기록']"
27,1,"['개월', '간', '영업', '이익', '억', '증가', '순', '매출', '같', '기간', '비해', '억', '증가']"
28,1,"['같', '기간', '비해', '개월', '영업', '이익', '억', '증가', '였', '순', '매출', '억', '증가', '였']"
29,1,"['개월', '간', '영업', '익', '같', '기간', '비해', '증가', '였', '수익', '증가', '였']"
30,1,"['온라인', '뉴스', '셀러', '웹', '보안', '솔루션', '공급', '업체', '브라질', '사업', '부가', '지난해', '신규', '고객', '유치', '블라디미르', '브랜드', '말', '인용', '보도']"
31,1,"['순이익', '전년', '대비', '증가', '전년', '대비', '증가', '억', '매출', '기록', '앞서']"
32,1,"['리투아니아', '맥주', '시장', '월', '전년', '동기', '대비', '증가', '리투아니아', '맥주', '협회', '회원', '결과', '인용', '해', '보도']"
33,1,"['바이킹', '라인', '화물', '수입', '증가', '화물', '물동량', '증가', '대', '기록']"
34,1,"['부동산', '포트폴리오', '공정', '가치', '카피', '텔리', '인수', '결과', '두', '배', '었', '총', '백만', '였']"
35,1,"['월', '일', '미디어', '회사', '순이익', '거의', '배인', '증가', '어제', '발표', '했으며', '급여', '인상', '제안']"
36,1,"['헬싱', '키', '오늘', '비해', '증가', '보']"
37,1,"['월', '일', '오전', '시', '분', '아스', '포', '주식', '거래소', '릴리즈', '아스', '포', '그룹', '계열', '해운', '라우', '타루', '키사', '발트해', '원재료', '해상', '운송', '위한', '새로운', '장기', '계약', '체결']"
38,1,"['수수료', '수입', '증가', '대출', '규모', '증가']"
39,1,"['월', '수익', '승객', '킬로미터', '측정', '교통량', '가용', '좌석', '킬로미터', '측정', '용량', '증가']"
40,1,"['월', '월', '까지', '피', '스카', '순이익', '전년', '동기', '대비', '증가', '순', '매출액', '억', '억', '증가']"
41,1,"['생명', '보험', '순이익', '손해', '보험', '순이익', '증가']"
42,1,"['또한', '농축', '아연', '공급', '기간', '동안', '침출', '공정', '사용', '위해', '연간', '최대', '톤', '황산', '공급', '합의']"
43,1,"['백화점', '부문', '하비', '홀', '매출', '모두', '증가', '의류', '매장', '자회사', '세', '팔라', '매출', '감소']"
44,1,"['다른', '수출', '시장', '매출', '증가']"
45,1,"['시장', '금리', '상승', '영업', '증가', '매출', '증가']"
46,1,"['이번', '계약', '노키아', '지멘스', '네트', '웍스', '장기', '파트너십', '강화', '었']"
47,1,"['계약', '액체', '취급', '제품', '진단', '테스트', '시스템', '개발', '제조', '판매', '공기업', '바이오', '히트', '영국', '자회사', '바이오', '히트', '헬스', '케', '체결', '었']"
48,1,"['회사', '이미', '진행', '투자', '억', '달했', '순', '매출액', '증가', '이어질', '추산']"
49,1,"['월', '일', '회사', '주문', '장부', '전년', '동기', '대비', '상승', '했으며', '국제', '주문', '량', '달했']"
50,1,"['회사', '측', '발행', '용지', '포함', '주요', '시장', '모두', '용지', '수요', '증가', '했으며', '지난해', '대비', '평균', '용지', '가격', '인상']"
51,1,"['세계', '위', '스테인리스강', '제조', '업체', '포스코', '월', '일', '까지', '개월', '간', '순이익', '전년도', '억', '억', '급증']"
52,1,"['파트너십', '틀', '안', '노키아', '지멘스', '네트', '웍스', '러시아', '가장', '큰', '마이크', '전자', '부품', '제조', '업체', '수출', '업체', '자회사', '초기', '프레임워크', '구매', '계약', '체결']"
53,1,"['세', '팔라', '수익', '증가', '여', '었', '수익', '감소', '기록', '해외', '판매', '증가', '기록']"
54,1,"['스탠다드', '차', '타드', '주가', '상승', '했으며', '스코틀랜드', '왕립', '은행', '주가', '상승', '했으며', '바클레이스', '주식', '상승']"
55,1,"['노키아', '분기', '실적', '배', '가까이', '증가', '했으며', '세계', '휴대폰', '시장', '노키아', '점유', '율', '증가', '일', '현지', '시간']"
56,1,"['일', '현지', '시간', '발표', '재무', '보고서', '순이익', '전', '급증', '했으며', '주당', '배당금', '인상']"
57,1,"['백화점', '부문', '매출', '의류', '전문점', '자회사', '세', '팔라', '증가', '반면', '하비', '홀', '매출', '감소']"
58,0,"['언론사', '알마', '미디어', '신문', '요청', '따라', '투르쿠', '경제', '대학', '선물', '연구', '센터', '야리', '카', '이보오', '연구', '책임자', '덴버', '대가', '개발', '모델', '활용', '해', '국가', '경제', '미래', '시나리오', '작성']"
59,0,"['스웨덴', '누적', '표시', '매출', '감소', '표시', '매출', '증가']"
60,0,"['회사', '글로벌', '고객', '신', '기술', '개발', '지원', '제품', '개발', '애플리케이션', '대량', '생산', '까지', '빠른', '경로', '제공']"
61,0,"['이번', '투자', '이뤄지면', '아트리아', '모스크바', '시장', '까지', '확장', '계획']"
62,0,"['크', '라모', '타투', '하우', '히', '오', '상무', '이번', '신규', '계약', '올해', '초', '레', '민카', '넨', '그룹', '체결', '레', '민카', '넨', '탈로', '오이', '타', '포호', '이스', '오모', '건설', '기계', '전량', '인수', '해', '유사', '계약', '체결', '협약', '연장선', '말']"
63,1,"['처음', '대', '추가', '생산', '옵션', '페리', '선', '척', '건조', '계획', '었', '으나', '총액', '추가', '확정', '었']"
64,0,"['지난', '월', '노르트', '슈', '테르', '난', '지분', '매각', '투자', '그룹', '이제', '잔여', '지분', '인수', '옵션', '갖', '됐']"
65,1,"['오늘', '아스', '포', '전적', '소유', '자회사', '카우', '코', '텔', '코', '주식', '자본', '인수', '계약', '서명']"
66,1,"['월', '일', '스', '폰다', '스', '폰다', '신디케이트', '크레디트', '퍼', '실리', '티', '발표', '스', '폰다', '스', '폰다', '총', '억', '신디케이트', '크레디트', '퍼', '실리', '티', '계약', '체결']"
67,0,"['월', '일', '주식', '교환', '발표', '주식', '청약', '주식', '자본', '증가', '총', '주가', '보증', '프로그램', '가입', '었']"
68,1,"['계약', '전송', '네트워크', '순방향', '리턴', '경로', '용량', '증가', '시키', '위해', '설계', '플랫', '폼', '광학', '노드', '포함']"
69,0,"['새', '발전소', '최대', '메가와트', '전력', '생산', '으며', '동일', '열', '발전', '용량', '갖출', '계획']"
70,1,"['헬싱키', '지수', '오른', '헬싱', '키', '포트폴리오', '지수', '오른', '기록']"
71,0,"['따라서', '자동차', '판매', '성장', '타이어', '시장', '상당', '영향', '미친다']"
72,0,"['스톡옵션', '제도', '따라', '옵션', '행사', '최대', '주', '신규', '주식', '추가', '청약']"
73,0,"['주식', '발행', '결과', '동사', '주식', '주', '자기', '자본', '총', '주가', '증가', '였']"
74,0,"['부동산', '투자자', '스', '폰다', '일', '단스케', '은행', '헬싱', '키', '지점', '만기', '일', '마리', '넨', '상호', '연금', '보험', '회사', '만기', '신용', '대출', '계약', '체결']"
75,0,"['헬싱', '키', '에스토니아', '탈린', '잇', '노선', '경우', '화', '물량', '증가', '반면', '스웨덴', '간', '화', '물량', '감소']"
76,0,"['다른', '조치', '그리말디', '그룹', '내', '시너지', '효과', '규모', '경제', '증가', '시키', '인원', '조정', '해고', '초과', '톤수', '재', '인도', '포함']"
77,1,"['린', '쿠', '스키아', '판매량', '리터', '늘렸', '카우', '알', '루스', '판매량', '리터', '성장']"
78,0,"['텔레콤', '월드', '와이어', '월', '일', '그룹', '모닝', '디지털', '디자인', '회사', '그룹', '지분', '매각', '합의', '금요일']"
79,0,"['시리즈', '신주', '주', '월', '일', '헬싱키', '증권거래소', '메인', '리스트', '이전', '시리즈', '주식', '함께', '거래', '예정']"
80,0,"['연료', '구매', '계약', '올', '월', '월', '까지', '개월', '간', '배송', '함께', '체결', '었']"
81,0,"['핵심', '시장', '포함', '여', '개국', '개', '매장', '운영', '으며', '매출', '올렸']"
82,1,"['본', '계약', '따라', '유럽', '전역', '고객', '피펫', '터', '일', '회', '용', '피펫', '터', '팁', '중점', '공급', '었']"
83,1,"['우리', '복잡', '강화', '서비스', '체인', '제공', '도록', '해', '주', '모든', '서비스', '조합', '발트해', '항구', '연결', '아니', '라', '지중해', '아프리카', '북미', '이르', '세계', '그리말디', '네트워크', '접근', '도록']"
84,0,"['하나', '유리', '지점', '나오', '맹점', '없', '때문', '수사관', '끊기', '않', '비디오', '없이', '모든', '이야기', '고해상도', '볼']"
85,1,"['동사', '매출액', '보다', '소폭', '증가', '여전히', '전망', '으며', '올해', '계약', '제조업', '시장', '개척', '신뢰', '예측', '시장', '예측', '성', '여전히', '너무', '열악', '덧붙였']"
86,1,"['이번', '인수', '러시아', '금속', '산업', '코팅', '시장', '매출', '시장', '지위', '상당히', '높일']"
87,1,"['월', '월', '까지', '핀', '라인스', '순', '매출액', '같', '기간', '증가']"
88,1,"['그룹', '구조', '변화', '따라', '부서', '순', '매출', '증가']"
89,1,"['변화', '성장', '사업', '운영', '효율', '성', '최적', '화', '피', '스카', '마케팅', '커뮤니케이션', '담당', '이사', '줄리아', '프로하스카', '말']"
90,1,"['물리', '기반', '시설', '투자', '아니', '라', '과학', '기술', '단지', '관리', '발전', '시키', '위한', '노하우', '제공', '선라이즈', '밸리', '책임자', '안드리우스', '바그도나스', '씨', '말']"
91,1,"['월', '일', '광', '대역', '데이터', '통신', '시스템', '제공', '업체', '순이익', '같', '기간', '분기', '급증']"
92,1,"['아크', '티아', '그룹', '영업', '익', '분기', '분기', '증가']"
93,1,"['은행', '연결', '기준', '순', '영업', '익', '분기', '분기', '증가']"
94,1,"['금융', '그룹', '악', '티', '월', '월', '까지', '영업', '이익', '보', '는데', '같', '기간', '보다', '증가', '치이']"
